Field,Description,Type,Coverage,Users,Alphas
oth455_partner_n2v_p50_q200_w4_pca_fact2_cluster_10,"Cluster label (k=10) from clustering PC2 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,2,2
oth455_partner_n2v_p50_q200_w4_pca_fact2_cluster_20,"Cluster label (k=20) from clustering PC2 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,1,2
oth455_partner_n2v_p50_q200_w4_pca_fact2_cluster_5,"Cluster label (k=5) from clustering PC2 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,89%,2,3
oth455_partner_n2v_p50_q200_w4_pca_fact3_cluster_10,Categorical cluster label (10 groups) based on the 3rd PCA component score of the window-4 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,0,0
oth455_partner_n2v_p50_q200_w4_pca_fact3_cluster_20,Categorical cluster label (20 groups) based on the 3rd PCA component score of the window-4 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w4_pca_fact3_cluster_5,Categorical cluster label (5 groups) based on the 3rd PCA component score of the window-4 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w5_kmeans_cluster_10,Categorical KMeans cluster label (k=10) computed on the window-5 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,90%,8,150
oth455_partner_n2v_p50_q200_w5_kmeans_cluster_20,Categorical KMeans cluster label (k=20) computed on the window-5 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w5_kmeans_cluster_5,Categorical KMeans cluster label (k=5) computed on the window-5 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w5_pca_fact1_cluster_10,Categorical cluster label (10 groups) based on the 1st PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,2,3
oth455_partner_n2v_p50_q200_w5_pca_fact1_cluster_20,Categorical cluster label (20 groups) based on the 1st PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w5_pca_fact1_cluster_5,Categorical cluster label (5 groups) based on the 1st PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,89%,2,2
oth455_partner_n2v_p50_q200_w5_pca_fact2_cluster_10,Categorical cluster label (10 groups) based on the 2nd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w5_pca_fact2_cluster_20,Categorical cluster label (20 groups) based on the 2nd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w5_pca_fact2_cluster_5,Categorical cluster label (5 groups) based on the 2nd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,89%,2,2
oth455_partner_n2v_p50_q200_w5_pca_fact3_cluster_10,Categorical cluster label (10 groups) based on the 3rd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w5_pca_fact3_cluster_20,Categorical cluster label (20 groups) based on the 3rd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,90%,5,10
oth455_partner_n2v_p50_q200_w5_pca_fact3_cluster_5,Categorical cluster label (5 groups) based on the 3rd PCA component score of the window-5 N2V partner-network embeddings for USA stocks (D1-lagged),GROUP,89%,3,3
oth455_partner_n2v_p50_q50_w1_kmeans_cluster_10,"KMeans cluster label (10 groups) on the window 1 latent vectors from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,90%,5,11
oth455_partner_n2v_p50_q50_w1_kmeans_cluster_20,KMeans cluster label (k=20) based on the N2V partner embedding in window 1 (D1-lagged),GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w1_kmeans_cluster_5,"KMeans cluster label (5 groups) on the window 1 latent vectors from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,89%,6,7
oth455_partner_n2v_p50_q50_w1_pca_fact1_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w1_pca_fact1_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 5 groups,GROUP,89%,2,2
oth455_partner_n2v_p50_q50_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,90%,5,8
oth455_partner_n2v_p50_q50_w1_pca_fact2_cluster_20,"Cluster label (20 groups) based on the 2nd PCA component for window 1 from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w1_pca_fact2_cluster_5,"Cluster label (5 groups) based on the 2nd PCA component for window 1 from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,89%,4,218
oth455_partner_n2v_p50_q50_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,90%,2,3
oth455_partner_n2v_p50_q50_w1_pca_fact3_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,90%,3,325
oth455_partner_n2v_p50_q50_w1_pca_fact3_cluster_5,Integer cluster label (k=5) based on PCA component 3 of the N2V partner embedding in window 1 (D1-lagged),GROUP,89%,2,4
oth455_partner_n2v_p50_q50_w2_kmeans_cluster_10,"Categorical KMeans cluster label (10 groups) based on the ASI partner Node2Vec embedding, D1-lagged",GROUP,90%,3,10
oth455_partner_n2v_p50_q50_w2_kmeans_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 20 groups,GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w2_kmeans_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 5 groups,GROUP,89%,5,5
oth455_partner_n2v_p50_q50_w2_pca_fact1_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,90%,4,4
oth455_partner_n2v_p50_q50_w2_pca_fact1_cluster_20,"Cluster label (20 groups) based on the 1st PCA component for window 2 from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 5 groups,GROUP,89%,2,2
oth455_partner_n2v_p50_q50_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,90%,0,0
oth455_partner_n2v_p50_q50_w2_pca_fact2_cluster_20,"Cluster label (20 groups) based on the 2nd PCA component for window 2 from USA partner-relation N2V (P50,Q50) embeddings, D1-lagged; categorical and non-ordinal",GROUP,90%,4,7
oth455_partner_n2v_p50_q50_w2_pca_fact2_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using the 2nd eigenvalue of PCA into 5 groups,GROUP,89%,1,2
oth455_partner_n2v_p50_q50_w2_pca_fact3_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w2_pca_fact3_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 5 groups,GROUP,89%,4,4
oth455_partner_n2v_p50_q50_w3_kmeans_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 10 groups,GROUP,90%,5,20
oth455_partner_n2v_p50_q50_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 20 groups,GROUP,90%,4,4
oth455_partner_n2v_p50_q50_w3_kmeans_cluster_5,KMeans cluster label (k=5) based on the N2V partner embedding in window 3 (D1-lagged),GROUP,89%,4,4
oth455_partner_n2v_p50_q50_w3_pca_fact1_cluster_10,Non-ordinal cluster label (k=10) based on the 1st PCA component score from window-3 partner embeddings,GROUP,90%,4,9
oth455_partner_n2v_p50_q50_w3_pca_fact1_cluster_20,Integer cluster label (k=20) based on PCA component 1 of the N2V partner embedding in window 3 (D1-lagged),GROUP,90%,4,4
oth455_partner_n2v_p50_q50_w3_pca_fact1_cluster_5,Integer cluster label (k=5) based on PCA component 1 of the N2V partner embedding in window 3 (D1-lagged),GROUP,89%,6,8
oth455_partner_n2v_p50_q50_w3_pca_fact2_cluster_10,Non-ordinal cluster label (k=10) based on the 2nd PCA component score from window-3 partner embeddings,GROUP,89%,2,2
oth455_partner_n2v_p50_q50_w3_pca_fact2_cluster_20,Non-ordinal cluster label (k=20) based on the 2nd PCA component score from window-3 partner embeddings,GROUP,90%,3,3
oth455_partner_n2v_p50_q50_w3_pca_fact2_cluster_5,Non-ordinal cluster label (k=5) based on the 2nd PCA component score from window-3 partner embeddings,GROUP,89%,3,3
oth455_partner_n2v_p50_q50_w3_pca_fact3_cluster_10,Integer cluster label (k=10) based on PCA component 3 of the N2V partner embedding in window 3 (D1-lagged),GROUP,90%,4,7
oth455_partner_n2v_p50_q50_w3_pca_fact3_cluster_20,Non-ordinal cluster label (k=20) based on the 3rd PCA component score from window-3 partner embeddings,GROUP,90%,1,1
oth455_partner_n2v_p50_q50_w3_pca_fact3_cluster_5,Non-ordinal cluster label (k=5) based on the 3rd PCA component score from window-3 partner embeddings,GROUP,89%,2,2
oth455_partner_n2v_p50_q50_w4_kmeans_cluster_10,KMeans cluster label (k=10) assigned using W4 latent embedding vectors from the Node2Vec partner network; D1-lagged,GROUP,90%,7,16
oth455_partner_n2v_p50_q50_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 20 groups,GROUP,90%,3,3
oth455_partner_n2v_p50_q50_w4_kmeans_cluster_5,KMeans cluster label (k=5) assigned using W4 latent embedding vectors from the Node2Vec partner network; D1-lagged,GROUP,89%,2,3
oth455_partner_n2v_p50_q50_w4_pca_fact1_cluster_10,Integer cluster label (k=10) based on PCA component 1 of the N2V partner embedding in window 4 (D1-lagged),GROUP,90%,3,3
oth455_partner_n2v_p50_q50_w4_pca_fact1_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w4_pca_fact1_cluster_5,Integer cluster label (k=5) based on PCA component 1 of the N2V partner embedding in window 4 (D1-lagged),GROUP,89%,3,3
oth455_partner_n2v_p50_q50_w4_pca_fact2_cluster_10,Non-ordinal cluster label (k=10) based on the 2nd PCA component score from window-4 partner embeddings,GROUP,90%,0,0
oth455_partner_n2v_p50_q50_w4_pca_fact2_cluster_20,Non-ordinal cluster label (k=20) based on the 2nd PCA component score from window-4 partner embeddings,GROUP,90%,4,6
oth455_partner_n2v_p50_q50_w4_pca_fact2_cluster_5,Non-ordinal cluster label (k=5) based on the 2nd PCA component score from window-4 partner embeddings,GROUP,89%,1,1
oth455_partner_n2v_p50_q50_w4_pca_fact3_cluster_10,Integer cluster label (k=10) based on PCA component 3 of the N2V partner embedding in window 4 (D1-lagged),GROUP,90%,3,320
oth455_partner_n2v_p50_q50_w4_pca_fact3_cluster_20,Categorical cluster label (20 groups) based on the 3rd PCA component score of the W4 Node2Vec partner-relationship embedding; D1-lagged,GROUP,90%,1,2
oth455_partner_n2v_p50_q50_w4_pca_fact3_cluster_5,Categorical cluster label (5 groups) based on the 3rd PCA component score of the W4 Node2Vec partner-relationship embedding; D1-lagged,GROUP,89%,1,1
oth455_partner_n2v_p50_q50_w5_kmeans_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using K-means into 10 groups,GROUP,90%,1,9
oth455_partner_n2v_p50_q50_w5_kmeans_cluster_20,KMeans cluster label (k=20) based on the N2V partner embedding in window 5 (D1-lagged),GROUP,90%,7,7
oth455_partner_n2v_p50_q50_w5_kmeans_cluster_5,KMeans cluster label (k=5) assigned using W5 latent embedding vectors from the Node2Vec partner network; D1-lagged,GROUP,89%,3,3
oth455_partner_n2v_p50_q50_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,90%,3,3
oth455_partner_n2v_p50_q50_w5_pca_fact1_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w5_pca_fact1_cluster_5,Integer cluster label (k=5) based on PCA component 1 of the N2V partner embedding in window 5 (D1-lagged),GROUP,89%,1,1
oth455_partner_n2v_p50_q50_w5_pca_fact2_cluster_10,Integer cluster label (k=10) based on PCA component 2 of the N2V partner embedding in window 5 (D1-lagged),GROUP,90%,0,0
oth455_partner_n2v_p50_q50_w5_pca_fact2_cluster_20,Grouping data. Embedded using N2V with partner data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,90%,0,0
oth455_partner_n2v_p50_q50_w5_pca_fact2_cluster_5,Grouping data. Embedded using N2V with partner data and then clustered using the 2nd eigenvalue of PCA into 5 groups,GROUP,89%,1,1
oth455_partner_n2v_p50_q50_w5_pca_fact3_cluster_10,Grouping data. Embedded using N2V with partner data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,90%,2,2
oth455_partner_n2v_p50_q50_w5_pca_fact3_cluster_20,Integer cluster label (k=20) based on PCA component 3 of the N2V partner embedding in window 5 (D1-lagged),GROUP,90%,3,3
oth455_partner_n2v_p50_q50_w5_pca_fact3_cluster_5,Categorical cluster label (5 groups) based on the 3rd PCA component score of the W5 Node2Vec partner embedding; D1-lagged,GROUP,89%,0,0
oth455_partner_roam_w1_kmeans_cluster_10,"KMeans cluster label (k=10) for the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,90%,2,9
oth455_partner_roam_w1_kmeans_cluster_20,"KMeans cluster label (k=20) for the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,90%,5,5
oth455_partner_roam_w1_kmeans_cluster_5,"KMeans cluster label (k=5) for the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,89%,4,5
oth455_partner_roam_w1_pca_fact1_cluster_10,"Cluster assignment (k=10) based on the 1st PCA component score from the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,90%,2,2
oth455_partner_roam_w1_pca_fact1_cluster_20,"Cluster label for the 1st PCA component grouped into 20 clusters (window 1) from ROAM partner embedding (Asia), D1-lagged; non-ordinal category",GROUP,90%,1,1
oth455_partner_roam_w1_pca_fact1_cluster_5,"Cluster label for the 1st PCA component grouped into 5 clusters (window 1) from ROAM partner embedding (Asia), D1-lagged; non-ordinal category",GROUP,89%,2,9
oth455_partner_roam_w1_pca_fact2_cluster_10,"Cluster assignment (k=10) based on the 2nd PCA component score from the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,90%,5,5
oth455_partner_roam_w1_pca_fact2_cluster_20,"Categorical cluster label (20 groups) based on PC2 scores from the W1 embedding (ROAM partner network, USA), D1-lagged",GROUP,90%,5,594
oth455_partner_roam_w1_pca_fact2_cluster_5,"Cluster assignment (k=5) based on the 2nd PCA component score from the ROAM partner embedding in window 1; integer, non-ordinal, D1-lagged",GROUP,89%,2,2
oth455_partner_roam_w1_pca_fact3_cluster_10,"Cluster label for the 3rd PCA component grouped into 10 clusters (window 1) from ROAM partner embedding (Asia), D1-lagged; non-ordinal category",GROUP,90%,4,4
oth455_partner_roam_w1_pca_fact3_cluster_20,"Categorical cluster label (20 groups) based on PC3 scores from the W1 embedding (ROAM partner network, USA), D1-lagged",GROUP,90%,3,3
oth455_partner_roam_w1_pca_fact3_cluster_5,"Categorical cluster label (5 groups) based on PC3 scores from the W1 embedding (ROAM partner network, USA), D1-lagged",GROUP,89%,8,12
oth455_partner_roam_w2_kmeans_cluster_10,K-means cluster label (integer 1–10) assigning each stock to one of 10 groups based on ROAM-based USA partner-relationship embeddings in window 2 (D1-lagged),GROUP,90%,5,17
oth455_partner_roam_w2_kmeans_cluster_20,K-means cluster label (integer 1–20) assigning each stock to one of 20 groups based on ROAM-based USA partner-relationship embeddings in window 2 (D1-lagged),GROUP,90%,11,703
oth455_partner_roam_w2_kmeans_cluster_5,"KMeans cluster label (k=5) for the ROAM partner embedding in window 2; integer, non-ordinal, D1-lagged",GROUP,89%,7,17
oth455_partner_roam_w2_pca_fact1_cluster_10,"Categorical cluster label (10 groups) based on PC1 scores from the W2 embedding (ROAM partner network, USA), D1-lagged",GROUP,90%,11,14
oth455_partner_roam_w2_pca_fact1_cluster_20,"Cluster assignment (k=20) based on the 1st PCA component score from the ROAM partner embedding in window 2; integer, non-ordinal, D1-lagged",GROUP,90%,2,2
oth455_partner_roam_w2_pca_fact1_cluster_5,"Cluster label for the 1st PCA component grouped into 5 clusters (window 2) from ROAM partner embedding (Asia), D1-lagged; non-ordinal category",GROUP,89%,2,2
oth455_partner_roam_w2_pca_fact2_cluster_10,"Categorical cluster label (10 groups) based on PC2 scores from the W2 embedding (ROAM partner network, USA), D1-lagged",GROUP,90%,3,3
oth455_partner_roam_w2_pca_fact2_cluster_20,"Categorical cluster label (20 groups) based on PC2 scores from the W2 embedding (ROAM partner network, USA), D1-lagged",GROUP,90%,1,1
